source	rate_label	rate_per_generation	Ne	scenario	locus	n_typed	age_bound_Ma	p_all_I	p_all_II	p_sample_mixed	p_all_I_given_TypeI_detected
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	1q23.3	350	28.28	0.42065348790204576	0.5095620470044576	0.06978446509349656	0.8577099005750665
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	21q21.1	181	12.54	0.2063461451321321	0.7073412174469855	0.08631263742088235	0.7050741595111808
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	22q11.21	217	6.68	0.10764351093978126	0.7924223691894566	0.09993411987076206	0.5185698984975302
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	3p25.3	381	43.92	0.576266205787207	0.3720605723706884	0.0516732218421046	0.9177098624986986
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	3q12.3	371	19.96	0.31576323911401766	0.60111598059667	0.08312078028931225	0.7916166698940499
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	3q13.2	347	2.0	0.02055877437669649	0.862514410637702	0.11692681498560153	0.14953403096320592
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	3q27.2	369	2.0	0.02055558496593063	0.8614563211133237	0.11798809392074561	0.14836898464883666
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	4q32.3	364	33.46	0.4776682289398852	0.45905422069548185	0.0632775503646329	0.8830242275926665
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	5p12	504	48.48	0.6131959536846051	0.33773705888771227	0.04906698742768262	0.9259101115558823
Harpak_2017	upper_95CI	5e-07	10000	double_older_upper_bounds	5q33.3	481	2.0	0.02054387171103665	0.8569075585401679	0.12254856974879547	0.14357062819983807
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	12q13.2	237	2.0	0.020583604683795824	0.8691033930939563	0.11031300222224782	0.1572508651700234
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	1p31.1b	67	2.0	0.02078243276090722	0.8912360658182449	0.08798150142084793	0.19107834703898952
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	1q22	348	2.0	0.02055862065418877	0.8624648513152499	0.11697652803056136	0.14947903027546808
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	3q13.2	347	2.0	0.02055877437669649	0.862514410637702	0.11692681498560153	0.14953403096320592
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	3q27.2	369	2.0	0.02055558496593063	0.8614563211133237	0.11798809392074561	0.14836898464883666
Harpak_2017	upper_95CI	5e-07	10000	older_loci_unlimited_time	5q33.3	481	2.0	0.02054387171103665	0.8569075585401679	0.12254856974879547	0.14357062819983807
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	10p12.1	427	2.91	0.057205120815632955	0.8696145372655207	0.07318034191884626	0.43873848829395284
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	11q23.3	523	24.18	0.4389185219782663	0.5162496293113088	0.04483184871042489	0.9073244147666492
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	12q13.2	237	2.0	0.03606464548668129	0.8955433019308645	0.06839205258245418	0.3452592907236224
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	19p12e	489	23.47	0.4291145878810269	0.525701561121915	0.04518385099705802	0.9047354001334331
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	1p31.1b	67	2.0	0.036190406700944866	0.9093932764600852	0.05441631683896997	0.3994229709123293
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	1q22	348	2.0	0.036048833908317375	0.8913635370123845	0.07258762907929817	0.33182996681719024
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	1q23.3	350	14.14	0.28317581434144745	0.6627916616202563	0.05403252403829628	0.8397651603221978
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	21q21.1	181	6.27	0.13144921553533348	0.809581443419248	0.05896934104541851	0.6903172563415003
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	22q11.21	217	3.34	0.06707089394995892	0.8676617672057969	0.06526733884424418	0.5068141876600372
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	3p25.3	381	21.96	0.40769278869629	0.5470929807546577	0.04521423054905227	0.9001688456399051
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	3q12.3	371	9.98	0.20659280609582584	0.7330799893114408	0.06032720459273333	0.7739877035179547
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	3q13.2	347	2.0	0.0360489312004328	0.8913947858772784	0.07255628292228877	0.33192633973998953
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	3q27.2	369	2.0	0.03604691258307523	0.8907274748039457	0.07322561261297911	0.32988084166995
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	4q32.3	364	16.73	0.32707361328114914	0.6219047152541739	0.051021671464676954	0.8650560492999108
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	5p12	504	24.24	0.43973983694889784	0.5157269428341521	0.044533220216950054	0.9080410946717218
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	individual_older_upper_bounds	5q33.3	481	2.0	0.036039498837771605	0.8878551009527053	0.07610540020952317	0.3213654757723105
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	10p12.1	427	5.82	0.12182588049693822	0.8100094407434685	0.06816467875959331	0.6412207057743585
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	11q23.3	523	48.36	0.6889747395812591	0.28617354464053324	0.02485171577820766	0.9651852133083343
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	12q13.2	237	2.0	0.03606464548668129	0.8955433019308645	0.06839205258245418	0.3452592907236224
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	19p12e	489	46.94	0.6780099932206839	0.2965054731408388	0.025484533638477302	0.9637743682921653
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	1p31.1b	67	2.0	0.036190406700944866	0.9093932764600852	0.05441631683896997	0.3994229709123293
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	1q22	348	2.0	0.036048833908317375	0.8913635370123845	0.07258762907929817	0.33182996681719024
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	1q23.3	350	28.28	0.49233864450530185	0.4693950344875737	0.03826632100712446	0.9278817133379648
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	21q21.1	181	12.54	0.25466181294354034	0.6947342355856934	0.05060395147076635	0.8342298502819117
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	22q11.21	217	6.68	0.14008526484638156	0.7997554097756168	0.06015932537800173	0.699570783357541
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	3p25.3	381	43.92	0.6533895806960253	0.3201516440096155	0.02645877529435925	0.9610813572450068
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	3q12.3	371	19.96	0.37807184774476604	0.5746394621962758	0.047288690058958194	0.8888268048956184
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	3q13.2	347	2.0	0.0360489312004328	0.8913947858772784	0.07255628292228877	0.33192633973998953
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	3q27.2	369	2.0	0.03604691258307523	0.8907274748039457	0.07322561261297911	0.32988084166995
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	4q32.3	364	33.46	0.5526130219234311	0.41346583623474303	0.033921141841825875	0.9421668098170631
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	5p12	504	48.48	0.6898843623116915	0.2854655752767982	0.0246500624115103	0.9655019246678573
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	double_older_upper_bounds	5q33.3	481	2.0	0.036039498837771605	0.8878551009527053	0.07610540020952317	0.3213654757723105
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	12q13.2	237	2.0	0.03606464548668129	0.8955433019308645	0.06839205258245418	0.3452592907236224
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	1p31.1b	67	2.0	0.036190406700944866	0.9093932764600852	0.05441631683896997	0.3994229709123293
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	1q22	348	2.0	0.036048833908317375	0.8913635370123845	0.07258762907929817	0.33182996681719024
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	3q13.2	347	2.0	0.0360489312004328	0.8913947858772784	0.07255628292228877	0.33192633973998953
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	3q27.2	369	2.0	0.03604691258307523	0.8907274748039457	0.07322561261297911	0.32988084166995
Dumont_Eichler_2013	low_across_families	6.1e-07	5000	older_loci_unlimited_time	5q33.3	481	2.0	0.036039498837771605	0.8878551009527053	0.07610540020952317	0.3213654757723105
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	10p12.1	427	2.91	0.2669893421985738	0.4810271414214807	0.2519835163799455	0.514457235644008
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	11q23.3	523	24.18	0.9518352075790595	0.0311993946164442	0.016965397804496317	0.9824882460743513
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	12q13.2	237	2.0	0.17655485094090817	0.561180627001915	0.2622645220571769	0.4023406025460016
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	19p12e	489	23.47	0.9472533744802561	0.03431478059795387	0.01843184492178998	0.9809131955719453
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	1p31.1b	67	2.0	0.17711809560588426	0.6082187424493918	0.214663161944724	0.4520841469375423
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	1q22	348	2.0	0.17648399157087435	0.5475772511748558	0.27593875725426986	0.3900864667596174
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	1q23.3	350	14.14	0.8258899049191039	0.11572214699588429	0.058387948085011854	0.9339710387559145
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	21q21.1	181	6.27	0.5233048723121252	0.33051936736447957	0.14617576032339524	0.7816579700775653
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	22q11.21	217	3.34	0.30634432722826727	0.47538589506396944	0.21826977770776324	0.5839422240955983
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	3p25.3	381	21.96	0.9360089835840812	0.042300905912720635	0.02169011050319812	0.9773518523332534
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	3q12.3	371	9.98	0.703461167935098	0.19635972797556187	0.10017910408934008	0.8753433500327449
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	3q13.2	347	2.0	0.17648442761443328	0.5476779548002412	0.27583761758532555	0.3901742784535132
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	3q27.2	369	2.0	0.1764753805033802	0.5455307063856725	0.27799391311094734	0.3883109001708288
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	4q32.3	364	16.73	0.8750173583098015	0.0828610944727558	0.042121547217442656	0.9540728814756497
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	5p12	504	24.24	0.9522039168421116	0.031034037047499328	0.016762046110389086	0.9827010991600633
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	individual_older_upper_bounds	5q33.3	481	2.0	0.1764421519305523	0.5363656293172759	0.2871922187521717	0.38056314002504316
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	10p12.1	427	5.82	0.49493819989902316	0.3314387755742985	0.17362302452667827	0.7403034783002533
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	11q23.3	523	48.36	0.9978194256477186	0.0014124964790227473	0.0007680778732586141	0.9992308356848545
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	12q13.2	237	2.0	0.17655485094090817	0.561180627001915	0.2622645220571769	0.4023406025460016
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	19p12e	489	46.94	0.9973848020327982	0.0017013400114213573	0.0009138579557804193	0.9990845846113918
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	1p31.1b	67	2.0	0.17711809560588426	0.6082187424493918	0.214663161944724	0.4520841469375423
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	1q22	348	2.0	0.17648399157087435	0.5475772511748558	0.27593875725426986	0.3900864667596174
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	1q23.3	350	28.28	0.9715038830827321	0.018939923208817645	0.0095561937084503	0.9902593185325548
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	21q21.1	181	12.54	0.7863547047028112	0.1481322206594565	0.06551307463773229	0.923094785098636
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	22q11.21	217	6.68	0.5476501963027905	0.3100106913133313	0.14233911238387814	0.7937082349075705
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	3p25.3	381	43.92	0.9961508101214384	0.002544485585836437	0.001304704292725206	0.9986919674372731
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	3q12.3	371	19.96	0.9173398041817807	0.05473527177621032	0.027924924042008942	0.9704580915713615
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	3q13.2	347	2.0	0.17648442761443328	0.5476779548002412	0.27583761758532555	0.3901742784535132
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	3q27.2	369	2.0	0.1764753805033802	0.5455307063856725	0.27799391311094734	0.3883109001708288
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	4q32.3	364	33.46	0.9853163466037023	0.009734980592677075	0.004948672803620661	0.9950026783672693
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	5p12	504	48.48	0.9978526732555458	0.0013942610636189473	0.0007530656808352226	0.9992458828830312
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	double_older_upper_bounds	5q33.3	481	2.0	0.1764421519305523	0.5363656293172759	0.2871922187521717	0.38056314002504316
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	12q13.2	237	2.0	0.17655485094090817	0.561180627001915	0.2622645220571769	0.4023406025460016
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	1p31.1b	67	2.0	0.17711809560588426	0.6082187424493918	0.214663161944724	0.4520841469375423
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	1q22	348	2.0	0.17648399157087435	0.5475772511748558	0.27593875725426986	0.3900864667596174
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	3q13.2	347	2.0	0.17648442761443328	0.5476779548002412	0.27583761758532555	0.3901742784535132
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	3q27.2	369	2.0	0.1764753805033802	0.5455307063856725	0.27799391311094734	0.3883109001708288
Dumont_Eichler_2013	mean_across_families	3.2e-06	5000	older_loci_unlimited_time	5q33.3	481	2.0	0.1764421519305523	0.5363656293172759	0.2871922187521717	0.38056314002504316
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	10p12.1	427	2.91	0.6437320068876056	0.09144641062338581	0.2648215824890086	0.7085239818702267
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	11q23.3	523	24.18	0.9999530008522548	1.1560274740889928e-05	3.543887300430705e-05	0.9999645607173079
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	12q13.2	237	2.0	0.4781135750283034	0.1516225882766972	0.3702638366949994	0.5635623584757105
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	19p12e	489	23.47	0.9999366736469716	1.5797848176977608e-05	4.752850485143688e-05	0.9999524707442886
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	1p31.1b	67	2.0	0.4792827555889729	0.19742257160488777	0.3232946728061393	0.5971794603635675
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	1q22	348	2.0	0.4779662265423817	0.13989545828077407	0.38213831517684427	0.555707130190239
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	1q23.3	350	14.14	0.996813332122008	0.0008528646292930052	0.002333803248699039	0.997664204634052
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	21q21.1	181	6.27	0.9131818162327572	0.026692666910176945	0.060125516857065874	0.9382255585538498
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	22q11.21	217	3.34	0.7027396786711723	0.08797134291693798	0.20928897841188976	0.7705236816995883
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	3p25.3	381	21.96	0.9998806118573431	3.138745924909048e-05	8.800068340779387e-05	0.9999119965543877
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	3q12.3	371	9.98	0.9817126463972953	0.0048347508924884335	0.013452602710216293	0.9864820413270249
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	3q13.2	347	2.0	0.4779671334502566	0.13997987782969837	0.382052988720045	0.5557627329045323
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	3q27.2	369	2.0	0.47794831631091195	0.13818749327595295	0.38386419041313513	0.5545850316418666
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	4q32.3	364	16.73	0.9989262052370579	0.00028502543691815585	0.0007887693260239593	0.9992110057905568
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	5p12	504	24.24	0.9999541711256105	1.1360433481756866e-05	3.4468440907773896e-05	0.9999655311675113
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	individual_older_upper_bounds	5q33.3	481	2.0	0.47787919589446176	0.1307159602876743	0.391404843817864	0.5497388357119815
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	10p12.1	427	5.82	0.8950500094518796	0.026938385900238563	0.07801160464788182	0.9198287102096252
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	11q23.3	523	48.36	0.9999999981737163	4.4920762055162534e-10	1.3770760592883209e-09	0.999999998622924
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	12q13.2	237	2.0	0.4781135750283034	0.1516225882766972	0.3702638366949994	0.5635623584757105
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	19p12e	489	46.94	0.9999999966843287	8.27148544497484e-10	2.4885227485829292e-09	0.9999999975114773
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	1p31.1b	67	2.0	0.4792827555889729	0.19742257160488777	0.3232946728061393	0.5971794603635675
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	1q22	348	2.0	0.4779662265423817	0.13989545828077407	0.38213831517684427	0.555707130190239
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	1q23.3	350	28.28	0.9999916025247327	2.2474603274681715e-06	6.150014939795139e-06	0.9999938499712383
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	21q21.1	181	12.54	0.9937635189430364	0.0019174360061643182	0.0043190450507992985	0.9956726575469703
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	22q11.21	217	6.68	0.9269014621418198	0.021632806532364806	0.0514657313258154	0.9473963030757347
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	3p25.3	381	43.92	0.9999999882137338	3.0986412382045504e-09	8.687624947049584e-09	0.999999991312375
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	3q12.3	371	19.96	0.9997234573551542	7.31114423674831e-05	0.00020343120247829553	0.9997965539232856
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	3q13.2	347	2.0	0.4779671334502566	0.13997987782969837	0.382052988720045	0.5557627329045323
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	3q27.2	369	2.0	0.47794831631091195	0.13818749327595295	0.38386419041313513	0.5545850316418666
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	4q32.3	364	33.46	0.9999990465285922	2.53087102368165e-07	7.003843054592571e-07	0.9999992996155173
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	5p12	504	48.48	0.9999999982635047	4.3045686832819e-10	1.3060384125736165e-09	0.9999999986939616
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	double_older_upper_bounds	5q33.3	481	2.0	0.47787919589446176	0.1307159602876743	0.391404843817864	0.5497388357119815
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	12q13.2	237	2.0	0.4781135750283034	0.1516225882766972	0.3702638366949994	0.5635623584757105
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	1p31.1b	67	2.0	0.4792827555889729	0.19742257160488777	0.3232946728061393	0.5971794603635675
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	1q22	348	2.0	0.4779662265423817	0.13989545828077407	0.38213831517684427	0.555707130190239
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	3q13.2	347	2.0	0.4779671334502566	0.13997987782969837	0.382052988720045	0.5557627329045323
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	3q27.2	369	2.0	0.47794831631091195	0.13818749327595295	0.38386419041313513	0.5545850316418666
Dumont_Eichler_2013	high_across_families	1.05e-05	5000	older_loci_unlimited_time	5q33.3	481	2.0	0.47787919589446176	0.1307159602876743	0.391404843817864	0.5497388357119815
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	10p12.1	427	2.91	0.007687346566127072	0.9818394968089791	0.010473156624893898	0.4233003064544996
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	11q23.3	523	24.18	0.07298018468930384	0.9169378523988327	0.010081962911863362	0.8786214514910792
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	12q13.2	237	2.0	0.004797278196811737	0.9856300467490112	0.009572675054177027	0.3338409049091126
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	19p12e	489	23.47	0.07087179885959796	0.9191222523805311	0.01000594875987093	0.8762830437990304
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	1p31.1b	67	2.0	0.004814308436377826	0.9876159407606886	0.007569750802933539	0.38875043661738146
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	1q22	348	2.0	0.004795137310450289	0.9850255004099263	0.01017936227962335	0.3202202037942487
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	1q23.3	350	14.14	0.04271473562903219	0.9474835523733705	0.009801711997597384	0.8133591962029969
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	21q21.1	181	6.27	0.01830451786391575	0.9726716278839332	0.00902385425215102	0.6697990566790567
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	22q11.21	217	3.34	0.009055406187705414	0.9815500810378477	0.009394512774446917	0.4908100792356563
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	3p25.3	381	21.96	0.06637225308228513	0.9239426272413529	0.009685119676361986	0.872660344091877
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	3q12.3	371	9.98	0.029885905586892397	0.9600913892314092	0.010022705181698344	0.7488585799236459
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	3q13.2	347	2.0	0.004795150483607063	0.9850300292498049	0.010174820266588114	0.32031795944187536
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	3q27.2	369	2.0	0.004794877167351309	0.9849332871450328	0.010271835687615916	0.31824308417549324
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	4q32.3	364	16.73	0.050615761206163776	0.9396043784312453	0.00977986036259093	0.8380700436792847
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	5p12	504	24.24	0.07315826230020876	0.916816045841012	0.010025691858779329	0.879475651763111
Harpak_2017	lower_95CI	8e-08	5000	individual_older_upper_bounds	5q33.3	481	2.0	0.004793873371459576	0.9845161510909867	0.010689975537553797	0.3096047629778282
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	10p12.1	427	5.82	0.016884851386625745	0.9727390245950108	0.010376124018363408	0.6193781086620825
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	11q23.3	523	48.36	0.14200442590511225	0.8486642961505557	0.009331277944331973	0.9383405389014134
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	12q13.2	237	2.0	0.004797278196811737	0.9856300467490112	0.009572675054177027	0.3338409049091126
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	19p12e	489	46.94	0.1380970060005342	0.8526210055899504	0.00928198840951544	0.9370195973539462
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	1p31.1b	67	2.0	0.004814308436377826	0.9876159407606886	0.007569750802933539	0.38875043661738146
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	1q22	348	2.0	0.004795137310450289	0.9850255004099263	0.01017936227962335	0.3202202037942487
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	1q23.3	350	28.28	0.08506462997560602	0.9055672816110754	0.009368088413318598	0.9007961586498463
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	21q21.1	181	12.54	0.03780497327127407	0.9533504228353602	0.008844603893365721	0.8104033427323345
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	22q11.21	217	6.68	0.0195902200228208	0.9711151338400809	0.009294646137098295	0.6782174414228146
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	3p25.3	381	43.92	0.1297280048599069	0.8612441053288226	0.009027889811270562	0.9349368916350203
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	3q12.3	371	19.96	0.060377980308149774	0.9299143424816756	0.009707677210174626	0.8614883907219321
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	3q13.2	347	2.0	0.004795150483607063	0.9850300292498049	0.010174820266588114	0.32031795944187536
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	3q27.2	369	2.0	0.004794877167351309	0.9849332871450328	0.010271835687615916	0.31824308417549324
Harpak_2017	lower_95CI	8e-08	5000	double_older_upper_bounds	4q32.3	364	33.46	0.10010543653937262	0.8906245094486914	0.009270054011935924	0.9152456005892168
