outcome	exposure_id	old_p_pedigree_cluster	refit_model_status	refit_p_pedigree_cluster	refit_beta	refit_n	was_refit	analysis_p_pedigree_cluster	q_bh_finite_model_suite	adjustment	analysis_model_status	analysis_n	included_in_bh_family	bh_family_size	bh_exclusion_reason
Mandage2017_EBV_in_silico	HML-2_10p12.1::orf::orf_pro	0.779985112959773	NA	NA	NA	NA	False	0.779985112959773	0.9825156698250392	HML-2_10p12.1::orf::orf_pro::provirus_dosage_adjustment	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type1_loci_present	0.658347315251434	fit	0.7816134330755282	-0.0349149744102921	116.0	True	0.7816134330755282	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type1_compatible_pro_units	0.769208767933556	fit	0.782517219772602	-0.0277877379277045	116.0	True	0.782517219772602	0.9825156698250392	general::type1_physical_units	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type2_physical_units	0.870854949837151	fit	0.7836491796763447	0.0071402983131079	116.0	True	0.7836491796763447	0.9825156698250392	NA	fit	116	True	174	
Houldcroft2014_EBV_qPCR	general::type2_compatible_pol_units	0.954883112688954	fit	0.7866147919144975	-0.0043333857613259	47.0	True	0.7866147919144975	0.9825156698250392	general::type2_physical_units	fit	47	True	174	
Houldcroft2014_EBV_qPCR	HML-2_7p22.1::gag_compatible_fraction	0.787498546075932	NA	NA	NA	NA	False	0.787498546075932	0.9825156698250392	NA	fit	47	True	174	
Im2012_intrinsic_growth	general::type2_compatible_rec_units	0.896635084628428	fit	0.7882404370926098	-0.056246927910948	34.0	True	0.7882404370926098	0.9825156698250392	general::type2_physical_units	fit	34	True	174	
Mandage2017_EBV_in_silico	HML-2_10p12.1::orf::orf_gag_pro	0.79352890293346	NA	NA	NA	NA	False	0.79352890293346	0.9825156698250392	HML-2_10p12.1::orf::orf_gag_pro::provirus_dosage_adjustment	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_10p12.1::orf::orf_gag_pro_pol	0.79352890293346	NA	NA	NA	NA	False	0.79352890293346	0.9825156698250392	HML-2_10p12.1::orf::orf_gag_pro_pol::provirus_dosage_adjustment	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_7p22.1::any_array	0.80764519283092	NA	NA	NA	NA	False	0.80764519283092	0.9825156698250392	NA	fit	116	True	174	
Houldcroft2014_EBV_qPCR	general::type2_compatible_rec_units	0.874002980634787	fit	0.8222964491318491	-0.0025618112799965	47.0	True	0.8222964491318491	0.9825156698250392	general::type2_physical_units	fit	47	True	174	
Houldcroft2014_EBV_qPCR	HML-2_7p22.1::structural::multi_vs_single	0.836337469098997	fit	0.8363374690989798	-0.0035297335900572	47.0	True	0.8363374690989798	0.9825156698250392	NA	fit	47	True	174	
Houldcroft2014_EBV_qPCR	HML-2_7p22.1::array_haplotype_count	0.836337469098997	NA	NA	NA	NA	False	0.836337469098997	0.9825156698250392	NA	fit	47	True	174	
Mandage2017_EBV_in_silico	HML-2_7p22.1::array_haplotype_count	0.842724560700916	NA	NA	NA	NA	False	0.842724560700916	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_7p22.1::structural::multi_vs_single	0.842724560700916	fit	0.8427245607009207	0.0270285574805716	116.0	True	0.8427245607009207	0.9825156698250392	NA	fit	116	True	174	
Im2012_intrinsic_growth	HML-2_19p12b::structural::provirus_vs_absent	0.847333996294723	NA	NA	NA	NA	False	0.847333996294723	0.9825156698250392	NA	fit	34	True	174	
Mandage2017_EBV_in_silico	HML-2_3q13.2::structural::solo_ltr_vs_any_provirus	0.856815513344645	NA	NA	NA	NA	False	0.856815513344645	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type2_compatible_gag_units	0.884441170443023	fit	0.864949243925516	-0.0123082739555962	116.0	True	0.864949243925516	0.9825156698250392	general::type2_physical_units	fit	116	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1a::structural::solo_ltr_vs_provirus	0.865490643448754	NA	NA	NA	NA	False	0.865490643448754	0.9825156698250392	NA	fit	34	True	174	
Mandage2017_EBV_in_silico	HML-2_3q13.2::structural::solo_ltr_vs_provirus	0.867722270785011	NA	NA	NA	NA	False	0.867722270785011	0.9825156698250392	NA	fit	115	True	174	
Mandage2017_EBV_in_silico	HML-2_1q22::orf::orf_pol	0.878289156678248	NA	NA	NA	NA	False	0.878289156678248	0.9825156698250392	HML-2_1q22::orf::orf_pol::provirus_dosage_adjustment	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_1q22::orf::orf_gag	0.898214011640226	fit	0.8982140116402283	0.0202776734589591	116.0	True	0.8982140116402283	0.9825156698250392	HML-2_1q22::orf::orf_gag::provirus_dosage_adjustment	fit	116	True	174	
Houldcroft2014_EBV_qPCR	general::type1_compatible_pro_units	0.946095539735569	fit	0.9102701019403516	0.0026506775253849	47.0	True	0.9102701019403516	0.9825156698250392	general::type1_physical_units	fit	47	True	174	
Mandage2017_EBV_in_silico	HML-2_19p12c::structural::provirus_vs_absent	0.910677077678151	NA	NA	NA	NA	False	0.910677077678151	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type1_minus_type2_units	0.991414515782642	fit	0.9112888206425688	-0.002669562259891	116.0	True	0.9112888206425688	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_7p22.1::total_physical_cn	0.911424685182616	NA	NA	NA	NA	False	0.911424685182616	0.9825156698250392	NA	fit	116	True	174	
Houldcroft2014_EBV_qPCR	general::type2_compatible_gag_units	0.956293790120277	fit	0.9244601129984812	0.0007211785197626	47.0	True	0.9244601129984812	0.9825156698250392	general::type2_physical_units	fit	47	True	174	
Im2012_intrinsic_growth	HML-2_1q22::orf::orf_gag	0.925465393066072	fit	0.9254653930660712	0.0332254232254238	34.0	True	0.9254653930660712	0.9825156698250392	HML-2_1q22::orf::orf_gag::provirus_dosage_adjustment	fit	34	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1b::internal_fragment_present	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	0.9825156698250392	NA	fit	34	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1b::total_internal_fragment_cn	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	0.9825156698250392	NA	fit	34	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1b::compatible_env_units	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	0.9825156698250392	HML-2_1p31.1b::total_internal_fragment_cn	fit	34	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1b::max_haplotype_cn	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	0.9825156698250392	NA	fit	34	True	174	
Im2012_intrinsic_growth	HML-2_1p31.1b::compatible_np9_units	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	0.9825156698250392	HML-2_1p31.1b::total_internal_fragment_cn	fit	34	True	174	
Mandage2017_EBV_in_silico	general::type1_fraction	0.811964665901248	fit	0.928519244320507	0.3797937219458625	116.0	True	0.928519244320507	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type1_type2_log_ratio	0.823012207285581	fit	0.9357323690189492	0.0536503804134481	116.0	True	0.9357323690189492	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_4p16.3c::orf::orf_pro	0.947166557803843	NA	NA	NA	NA	False	0.947166557803843	0.9825156698250392	HML-2_4p16.3c::orf::orf_pro::provirus_dosage_adjustment	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_1p31.1b::any_array	0.947244740317299	NA	NA	NA	NA	False	0.947244740317299	0.9825156698250392	NA	fit	116	True	174	
Mandage2017_EBV_in_silico	general::type1_compatible_env_units	0.953691314082489	fit	0.9583460561170198	-0.0058629789433125	116.0	True	0.9583460561170198	0.9825156698250392	general::type1_physical_units	fit	116	True	174	
Mandage2017_EBV_in_silico	HML-2_5p13.3::orf::orf_secondary	0.959261244331185	NA	NA	NA	NA	False	0.959261244331185	0.9825156698250392	HML-2_5p13.3::orf::orf_secondary::provirus_dosage_adjustment	fit	116	True	174	
Im2012_intrinsic_growth	general::type1_compatible_pro_units	0.963721303168068	fit	0.9637213031680693	0.0124479032624325	34.0	True	0.9637213031680693	0.9825156698250392	general::type1_physical_units	fit	34	True	174	
Houldcroft2014_EBV_qPCR	HML-2_1p31.1a::structural::solo_ltr_vs_provirus	0.96571470937965	NA	NA	NA	NA	False	0.96571470937965	0.9825156698250392	NA	fit	47	True	174	
Mandage2017_EBV_in_silico	HML-2_22q11.21::structural::solo_ltr_vs_provirus	0.976303052086341	NA	NA	NA	NA	False	0.976303052086341	0.9825156698250392	NA	fit	113	True	174	
Mandage2017_EBV_in_silico	general::type1_compatible_gag_units	0.945297805454965	fit	0.9768690280444354	-0.0027957266525883	116.0	True	0.9768690280444354	0.9825156698250392	general::type1_physical_units	fit	116	True	174	
Im2012_intrinsic_growth	HML-2_7p22.1::fully_compatible_units	0.995602178810499	NA	NA	NA	NA	False	0.995602178810499	0.9956021788104988	HML-2_7p22.1::total_physical_cn	fit	34	True	174	
Mandage2017_EBV_in_silico	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.992799340759093	underpowered_arm_lt5	NA	NA	93.0	True	NA	NA	NA	underpowered_arm_lt5	93	False	174	underpowered_arm_lt5
Mandage2017_EBV_in_silico	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	NA	HML-2_19p12b::orf::orf_gag_pro_pol::provirus_dosage_adjustment	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Mandage2017_EBV_in_silico	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	116	False	174	underpowered_arm_lt5
Mandage2017_EBV_in_silico	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	116	False	174	underpowered_arm_lt5
Mandage2017_EBV_in_silico	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_arm_lt5	NA	NA	73.0	True	NA	NA	NA	underpowered_arm_lt5	73	False	174	underpowered_arm_lt5
Mandage2017_EBV_in_silico	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	116	False	174	underpowered_arm_lt5
Mandage2017_EBV_in_silico	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	116	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.0359941246119693	underpowered_n_lt30	NA	NA	28.0	True	NA	NA	NA	underpowered_n_lt30	28	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.0591562269907563	underpowered_arm_lt5	NA	NA	40.0	True	NA	NA	NA	underpowered_arm_lt5	40	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_10p12.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_10p12.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_11q23.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_11q23.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	22	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::any_provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	28	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	28	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::solo_ltr_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	18	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::retained_element_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	NA	HML-2_19p12b::orf::orf_gag_pro_pol::provirus_dosage_adjustment	underpowered_n_lt30	12	False	174	underpowered_n_lt30
Houldcroft2014_EBV_qPCR	HML-2_19p12c::orf::orf_env	NA	NA	NA	NA	NA	False	NA	NA	HML-2_19p12c::orf::orf_env::provirus_dosage_adjustment	underpowered_arm_lt5	32	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_1q22::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	NA	HML-2_1q22::orf::orf_gag_pro_pol::provirus_dosage_adjustment	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_22q11.21::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_3q27.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_3q27.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_arm_lt5	NA	NA	32.0	True	NA	NA	NA	underpowered_arm_lt5	32	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_4p16.3c::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	NA	HML-2_4p16.3c::orf::orf_pro::provirus_dosage_adjustment	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_5q33.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	48	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_5q33.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Houldcroft2014_EBV_qPCR	HML-2_1p31.1b::any_array	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	49	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_10p12.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_10p12.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_11q22.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	29	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_11q22.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	29	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_11q23.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_11q23.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_12q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	14	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::orf::orf_gag_pro	NA	NA	NA	NA	NA	False	NA	NA	HML-2_12q13.2::orf::orf_gag_pro::provirus_dosage_adjustment	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	NA	HML-2_12q13.2::orf::orf_pro::provirus_dosage_adjustment	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::structural::any_provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::structural::provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::structural::solo_ltr_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_n_lt30	9	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_12q13.2::structural::retained_element_vs_absent	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	NA	HML-2_19p12b::orf::orf_gag_pro_pol::provirus_dosage_adjustment	underpowered_n_lt30	10	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_19p12c::orf::orf_env	NA	NA	NA	NA	NA	False	NA	NA	HML-2_19p12c::orf::orf_env::provirus_dosage_adjustment	underpowered_n_lt30	25	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_1q22::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	NA	HML-2_1q22::orf::orf_gag_pro_pol::provirus_dosage_adjustment	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_22q11.21::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	33	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q13.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q27.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_3q27.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_n_lt30	NA	NA	21.0	True	NA	NA	NA	underpowered_n_lt30	21	False	174	underpowered_n_lt30
Im2012_intrinsic_growth	HML-2_4p16.3c::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	NA	HML-2_4p16.3c::orf::orf_pro::provirus_dosage_adjustment	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_5q33.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	33	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_5q33.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	NA	NA	underpowered_arm_lt5	34	False	174	underpowered_arm_lt5
Im2012_intrinsic_growth	HML-2_1p31.1b::any_array	NA	NA	NA	NA	NA	False	NA	NA	NA	invariant	34	False	174	invariant
