candidate_index	alias_id	locus	direct_type	endpoint	candidate_kind	source	inference_role	biological_label	physical_adjustment	technical_excluded	n_complete	tested_unique	tested_min	tested_max	minor_state_n	eligibility_status	not_estimable_reason	technical_unresolved_as_negative	truth_family_id	representative	truth_aliases
401	19q13.12b::gag_maturation_cleavage_panel::accepted	19q13.12b	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
402	19q13.41::gag_maturation_cleavage_panel::accepted	19q13.41	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
403	19q13.42::gag_maturation_cleavage_panel::accepted	19q13.42	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
404	1p31.1a::gag_maturation_cleavage_panel::accepted	1p31.1a	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
405	1p31.1b::gag_maturation_cleavage_panel::accepted	1p31.1b	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
406	1p34.3::gag_maturation_cleavage_panel::accepted	1p34.3	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
407	1p36.21b::gag_maturation_cleavage_panel::accepted	1p36.21b	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	38	1	1	0.0	0.0	1.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
408	1p36.21c::gag_maturation_cleavage_panel::accepted	1p36.21c	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	9	30	1	0.0	0.0	30.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
409	1q22::gag_maturation_cleavage_panel::accepted	1q22	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
410	1q23.3::gag_maturation_cleavage_panel::accepted	1q23.3	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
411	1q24.1::gag_maturation_cleavage_panel::accepted	1q24.1	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
412	1q32.2::gag_maturation_cleavage_panel::accepted	1q32.2	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
413	21q21.1::gag_maturation_cleavage_panel::accepted	21q21.1	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
414	22q11.21::gag_maturation_cleavage_panel::accepted	22q11.21	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
415	3p12.3::gag_maturation_cleavage_panel::accepted	3p12.3	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
416	3p25.3::gag_maturation_cleavage_panel::accepted	3p25.3	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
417	3q12.3::gag_maturation_cleavage_panel::accepted	3q12.3	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
418	3q13.2::gag_maturation_cleavage_panel::accepted	3q13.2	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	2	0.0	1.0	11.0	eligible	NA	False	MAGE_TF_0018	True	3q13.2::gag_maturation_cleavage_panel::accepted
419	3q21.2::gag_maturation_cleavage_panel::accepted	3q21.2	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
420	3q27.2::gag_maturation_cleavage_panel::accepted	3q27.2	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
421	4p16.1a::gag_maturation_cleavage_panel::accepted	4p16.1a	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	3	36	1	0.0	0.0	36.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
422	4p16.1b::gag_maturation_cleavage_panel::accepted	4p16.1b	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
423	4p16.3a::gag_maturation_cleavage_panel::accepted	4p16.3a	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	19	20	1	0.0	0.0	20.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
424	4p16.3c::gag_maturation_cleavage_panel::accepted	4p16.3c	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
425	4q13.2::gag_maturation_cleavage_panel::accepted	4q13.2	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	29	10	1	0.0	0.0	10.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
426	4q32.3::gag_maturation_cleavage_panel::accepted	4q32.3	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
427	4q35.2_hg38::gag_maturation_cleavage_panel::accepted	4q35.2_hg38	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	14	25	1	0.0	0.0	25.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
428	5p12::gag_maturation_cleavage_panel::accepted	5p12	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
429	5p13.3::gag_maturation_cleavage_panel::accepted	5p13.3	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
430	5q33.2::gag_maturation_cleavage_panel::accepted	5q33.2	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
431	5q33.3::gag_maturation_cleavage_panel::accepted	5q33.3	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
432	6p21.1::gag_maturation_cleavage_panel::accepted	6p21.1	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
433	6p22.1::gag_maturation_cleavage_panel::accepted	6p22.1	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
434	6q14.1::gag_maturation_cleavage_panel::accepted	6q14.1	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
435	7p22.1::gag_maturation_cleavage_panel::accepted	7p22.1	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
436	7q11.21::gag_maturation_cleavage_panel::accepted	7q11.21	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
437	8p22::gag_maturation_cleavage_panel::accepted	8p22	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
438	8p23.1a_hg38::gag_maturation_cleavage_panel::accepted	8p23.1a_hg38	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	7.0	eligible	NA	False	MAGE_TF_0008	False	8p23.1a_hg38::env_furin_site_sequence::accepted;8p23.1a_hg38::env_fusion_peptide_proxy::accepted;8p23.1a_hg38::env_signal_peptide_proxy::accepted;8p23.1a_hg38::gag_capsid_interface_panel::accepted;8p23.1a_hg38::gag_late_domain_panel::accepted;8p23.1a_hg38::gag_maturation_cleavage_panel::accepted;8p23.1a_hg38::gag_nc_cchc_panel::accepted;8p23.1a_hg38::integrase_core_sequence_compatibility::accepted;8p23.1a_hg38::integrase_full_native_sequence_compatibility::accepted;8p23.1a_hg38::integrase_native_tail_stop_compatibility::accepted;8p23.1a_hg38::leader_packaging_proxy_state::accepted;8p23.1a_hg38::pro_core_motif_panel::accepted;8p23.1a_hg38::reverse_transcription_primer_proxy_state::accepted;8p23.1a_hg38::rnase_h_sequence_compatibility::accepted;8p23.1a_hg38::rt_sequence_compatibility::accepted
439	8p23.1b::gag_maturation_cleavage_panel::accepted	8p23.1b	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
440	8p23.1c::gag_maturation_cleavage_panel::accepted	8p23.1c	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
441	8p23.1d::gag_maturation_cleavage_panel::accepted	8p23.1d	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
442	8p23.1e::gag_maturation_cleavage_panel::accepted	8p23.1e	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
443	8q11.21::gag_maturation_cleavage_panel::accepted	8q11.21	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
444	8q11.23_new::gag_maturation_cleavage_panel::accepted	8q11.23_new	TypeI	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
445	8q24.3c::gag_maturation_cleavage_panel::accepted	8q24.3c	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	38	1	1	0.0	0.0	1.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
446	Xq21.33::gag_maturation_cleavage_panel::accepted	Xq21.33	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
447	Xq28a::gag_maturation_cleavage_panel::accepted	Xq28a	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	22	17	1	0.0	0.0	17.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
448	Yp11.2::gag_maturation_cleavage_panel::accepted	Yp11.2	TypeII	gag_maturation_cleavage_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	20	19	1	0.0	0.0	19.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
449	10p12.1::gag_nc_cchc_panel::accepted	10p12.1	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
450	10p14::gag_nc_cchc_panel::accepted	10p14	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
451	10q24.2::gag_nc_cchc_panel::accepted	10q24.2	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
452	11p15.4::gag_nc_cchc_panel::accepted	11p15.4	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
453	11q12.3::gag_nc_cchc_panel::accepted	11q12.3	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
454	11q22.1::gag_nc_cchc_panel::accepted	11q22.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	18.0	eligible	NA	False	MAGE_TF_0001	False	11q22.1::accessory_route_sequence_competence::accepted;11q22.1::env_furin_site_sequence::accepted;11q22.1::env_fusion_peptide_proxy::accepted;11q22.1::env_signal_peptide_proxy::accepted;11q22.1::gag_capsid_interface_panel::accepted;11q22.1::gag_maturation_cleavage_panel::accepted;11q22.1::gag_nc_cchc_panel::accepted;11q22.1::rec_sequence_competence::accepted;11q22.1::rt_sequence_compatibility::accepted
455	11q23.3::gag_nc_cchc_panel::accepted	11q23.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
456	12p11.21::gag_nc_cchc_panel::accepted	12p11.21	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
457	12q13.2::gag_nc_cchc_panel::accepted	12q13.2	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0006	False	12q13.2::env_furin_site_sequence::accepted;12q13.2::env_fusion_peptide_proxy::accepted;12q13.2::gag_capsid_interface_panel::accepted;12q13.2::gag_maturation_cleavage_panel::accepted;12q13.2::gag_nc_cchc_panel::accepted
458	12q14.1::gag_nc_cchc_panel::accepted	12q14.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0007	False	12q14.1::env_furin_site_sequence::accepted;12q14.1::env_fusion_peptide_proxy::accepted;12q14.1::env_signal_peptide_proxy::accepted;12q14.1::gag_late_domain_panel::accepted;12q14.1::gag_nc_cchc_panel::accepted;12q14.1::leader_packaging_proxy_state::accepted;12q14.1::pro_core_motif_panel::accepted
459	19p12a::gag_nc_cchc_panel::accepted	19p12a	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
460	19p12b::gag_nc_cchc_panel::accepted	19p12b	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	8.0	eligible	NA	False	MAGE_TF_0002	False	19p12b::accessory_route_sequence_competence::accepted;19p12b::env_furin_site_sequence::accepted;19p12b::env_fusion_peptide_proxy::accepted;19p12b::env_signal_peptide_proxy::accepted;19p12b::gag_late_domain_panel::accepted;19p12b::gag_maturation_cleavage_panel::accepted;19p12b::gag_nc_cchc_panel::accepted;19p12b::integrase_native_tail_stop_compatibility::accepted;19p12b::leader_packaging_proxy_state::accepted;19p12b::pro_core_motif_panel::accepted;19p12b::rec_sequence_competence::accepted;19p12b::reverse_transcription_primer_proxy_state::accepted;19p12b::rnase_h_sequence_compatibility::accepted;19p12b::rt_sequence_compatibility::accepted
461	19p12c::gag_nc_cchc_panel::accepted	19p12c	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	14.0	eligible	NA	False	MAGE_TF_0003	False	19p12c::accessory_route_sequence_competence::accepted;19p12c::env_furin_site_sequence::accepted;19p12c::env_fusion_peptide_proxy::accepted;19p12c::gag_capsid_interface_panel::accepted;19p12c::gag_late_domain_panel::accepted;19p12c::gag_nc_cchc_panel::accepted;19p12c::leader_packaging_proxy_state::accepted;19p12c::np9_sequence_competence::accepted;19p12c::pro_core_motif_panel::accepted;19p12c::reverse_transcription_primer_proxy_state::accepted;19p12c::rt_sequence_compatibility::accepted
462	19p12e::gag_nc_cchc_panel::accepted	19p12e	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	2	0.0	1.0	18.0	eligible	NA	False	MAGE_TF_0019	True	19p12e::gag_nc_cchc_panel::accepted
463	19q12::gag_nc_cchc_panel::accepted	19q12	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
464	19q13.12a::gag_nc_cchc_panel::accepted	19q13.12a	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
465	19q13.12b::gag_nc_cchc_panel::accepted	19q13.12b	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
466	19q13.41::gag_nc_cchc_panel::accepted	19q13.41	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
