candidate_index	alias_id	locus	direct_type	endpoint	candidate_kind	source	inference_role	biological_label	physical_adjustment	technical_excluded	n_complete	tested_unique	tested_min	tested_max	minor_state_n	eligibility_status	not_estimable_reason	technical_unresolved_as_negative	truth_family_id	representative	truth_aliases
1	10p12.1::accessory_route_sequence_competence::accepted	10p12.1	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
2	10p14::accessory_route_sequence_competence::accepted	10p14	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
3	10q24.2::accessory_route_sequence_competence::accepted	10q24.2	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
4	11p15.4::accessory_route_sequence_competence::accepted	11p15.4	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
5	11q12.3::accessory_route_sequence_competence::accepted	11q12.3	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
6	11q22.1::accessory_route_sequence_competence::accepted	11q22.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	18.0	eligible	NA	False	MAGE_TF_0001	True	11q22.1::accessory_route_sequence_competence::accepted;11q22.1::env_furin_site_sequence::accepted;11q22.1::env_fusion_peptide_proxy::accepted;11q22.1::env_signal_peptide_proxy::accepted;11q22.1::gag_capsid_interface_panel::accepted;11q22.1::gag_maturation_cleavage_panel::accepted;11q22.1::gag_nc_cchc_panel::accepted;11q22.1::rec_sequence_competence::accepted;11q22.1::rt_sequence_compatibility::accepted
7	11q23.3::accessory_route_sequence_competence::accepted	11q23.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
8	12p11.21::accessory_route_sequence_competence::accepted	12p11.21	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
9	12q13.2::accessory_route_sequence_competence::accepted	12q13.2	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present	1	38	1	0.0	0.0	38.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
10	12q14.1::accessory_route_sequence_competence::accepted	12q14.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
11	19p12a::accessory_route_sequence_competence::accepted	19p12a	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
12	19p12b::accessory_route_sequence_competence::accepted	19p12b	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	8.0	eligible	NA	False	MAGE_TF_0002	True	19p12b::accessory_route_sequence_competence::accepted;19p12b::env_furin_site_sequence::accepted;19p12b::env_fusion_peptide_proxy::accepted;19p12b::env_signal_peptide_proxy::accepted;19p12b::gag_late_domain_panel::accepted;19p12b::gag_maturation_cleavage_panel::accepted;19p12b::gag_nc_cchc_panel::accepted;19p12b::integrase_native_tail_stop_compatibility::accepted;19p12b::leader_packaging_proxy_state::accepted;19p12b::pro_core_motif_panel::accepted;19p12b::rec_sequence_competence::accepted;19p12b::reverse_transcription_primer_proxy_state::accepted;19p12b::rnase_h_sequence_compatibility::accepted;19p12b::rt_sequence_compatibility::accepted
13	19p12c::accessory_route_sequence_competence::accepted	19p12c	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	14.0	eligible	NA	False	MAGE_TF_0003	True	19p12c::accessory_route_sequence_competence::accepted;19p12c::env_furin_site_sequence::accepted;19p12c::env_fusion_peptide_proxy::accepted;19p12c::gag_capsid_interface_panel::accepted;19p12c::gag_late_domain_panel::accepted;19p12c::gag_nc_cchc_panel::accepted;19p12c::leader_packaging_proxy_state::accepted;19p12c::np9_sequence_competence::accepted;19p12c::pro_core_motif_panel::accepted;19p12c::reverse_transcription_primer_proxy_state::accepted;19p12c::rt_sequence_compatibility::accepted
14	19p12e::accessory_route_sequence_competence::accepted	19p12e	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
15	19q12::accessory_route_sequence_competence::accepted	19q12	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
16	19q13.12a::accessory_route_sequence_competence::accepted	19q13.12a	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
17	19q13.12b::accessory_route_sequence_competence::accepted	19q13.12b	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
18	19q13.41::accessory_route_sequence_competence::accepted	19q13.41	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
19	19q13.42::accessory_route_sequence_competence::accepted	19q13.42	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
20	1p31.1a::accessory_route_sequence_competence::accepted	1p31.1a	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
21	1p31.1b::accessory_route_sequence_competence::accepted	1p31.1b	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
22	1p34.3::accessory_route_sequence_competence::accepted	1p34.3	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
23	1p36.21b::accessory_route_sequence_competence::accepted	1p36.21b	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
24	1p36.21c::accessory_route_sequence_competence::accepted	1p36.21c	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
25	1q22::accessory_route_sequence_competence::accepted	1q22	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
26	1q23.3::accessory_route_sequence_competence::accepted	1q23.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
27	1q24.1::accessory_route_sequence_competence::accepted	1q24.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
28	1q32.2::accessory_route_sequence_competence::accepted	1q32.2	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
29	21q21.1::accessory_route_sequence_competence::accepted	21q21.1	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
30	22q11.21::accessory_route_sequence_competence::accepted	22q11.21	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
31	3p12.3::accessory_route_sequence_competence::accepted	3p12.3	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
32	3p25.3::accessory_route_sequence_competence::accepted	3p25.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
33	3q12.3::accessory_route_sequence_competence::accepted	3q12.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
34	3q13.2::accessory_route_sequence_competence::accepted	3q13.2	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
35	3q21.2::accessory_route_sequence_competence::accepted	3q21.2	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
36	3q27.2::accessory_route_sequence_competence::accepted	3q27.2	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
37	4p16.1a::accessory_route_sequence_competence::accepted	4p16.1a	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
38	4p16.1b::accessory_route_sequence_competence::accepted	4p16.1b	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
39	4p16.3a::accessory_route_sequence_competence::accepted	4p16.3a	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
40	4p16.3c::accessory_route_sequence_competence::accepted	4p16.3c	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
41	4q13.2::accessory_route_sequence_competence::accepted	4q13.2	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
42	4q32.3::accessory_route_sequence_competence::accepted	4q32.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
43	4q35.2_hg38::accessory_route_sequence_competence::accepted	4q35.2_hg38	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
44	5p12::accessory_route_sequence_competence::accepted	5p12	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
45	5p13.3::accessory_route_sequence_competence::accepted	5p13.3	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	2	0.0	1.0	6.0	eligible	NA	False	MAGE_TF_0004	False	5p13.3::accessory_route_sequence_competence::accepted;5p13.3::rec_sequence_competence::accepted;5p13.3::rec_sequence::strict_phase0
46	5q33.2::accessory_route_sequence_competence::accepted	5q33.2	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
47	5q33.3::accessory_route_sequence_competence::accepted	5q33.3	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
48	6p21.1::accessory_route_sequence_competence::accepted	6p21.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
49	6p22.1::accessory_route_sequence_competence::accepted	6p22.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
50	6q14.1::accessory_route_sequence_competence::accepted	6q14.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
51	7p22.1::accessory_route_sequence_competence::accepted	7p22.1	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
52	7q11.21::accessory_route_sequence_competence::accepted	7q11.21	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
53	8p22::accessory_route_sequence_competence::accepted	8p22	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
54	8p23.1a_hg38::accessory_route_sequence_competence::accepted	8p23.1a_hg38	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	provirus_present	0	39	2	0.0	1.0	5.0	eligible	NA	False	MAGE_TF_0005	True	8p23.1a_hg38::accessory_route_sequence_competence::accepted;8p23.1a_hg38::rec_sequence_competence::accepted
55	8p23.1b::accessory_route_sequence_competence::accepted	8p23.1b	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
56	8p23.1c::accessory_route_sequence_competence::accepted	8p23.1c	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	24	15	1	0.0	0.0	15.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
57	8p23.1d::accessory_route_sequence_competence::accepted	8p23.1d	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
58	8p23.1e::accessory_route_sequence_competence::accepted	8p23.1e	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	24	15	1	0.0	0.0	15.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
59	8q11.21::accessory_route_sequence_competence::accepted	8q11.21	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
60	8q11.23_new::accessory_route_sequence_competence::accepted	8q11.23_new	TypeI	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
61	8q24.3c::accessory_route_sequence_competence::accepted	8q24.3c	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
62	Xq21.33::accessory_route_sequence_competence::accepted	Xq21.33	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
63	Xq28a::accessory_route_sequence_competence::accepted	Xq28a	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
64	Yp11.2::accessory_route_sequence_competence::accepted	Yp11.2	TypeII	accessory_route_sequence_competence	accepted_sequence_state	accepted_accessory_provirus_and_multicopy_parts	sequence_inferential_nonhomologous_products	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
65	10p12.1::env_furin_site_sequence::accepted	10p12.1	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
