alignment	record	reason
17p13.1_hg38_carrier_kcon.aln.fa	HG02953_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02953_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03009_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03065_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03065_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03248_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03248_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03371_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03371_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03452_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03452_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03456_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03456_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03520_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03520_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03683_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03683_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03732_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03807_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03807_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04036_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04217_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04217_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA12329_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA12329_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18534_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18534_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18939_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18939_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18989_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18989_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19129_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19129_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19238_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19238_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19239_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19239_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19317_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19317_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19331_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19331_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19347_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19347_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19384_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19434_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19434_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19650_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19650_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19705_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19705_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19836_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19836_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19983_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19983_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20355_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20355_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20509_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20509_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20847_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21487_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21487_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA24385_h2	biological_family_HML11_not_HML2
19p12a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12a_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19p12a_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19p12a_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19p12a_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19p12a_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19p12c_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12c_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12c_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19p12c_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19p12c_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19p12d_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12d_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12d_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19p12d_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19p12d_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19p12d_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19p12d_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19p12e_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12e_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p12e_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19p12e_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19p12e_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19p12e_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19p12e_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19p13.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p13.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19p13.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19p13.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19p13.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19p13.3_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19p13.3_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19q12_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q12_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q12_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19q12_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19q12_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19q12_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19q12_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19q13.12a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.12a_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.12a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19q13.12a_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19q13.12a_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19q13.12a_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19q13.12a_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19q13.12b_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.12b_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.12b_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19q13.12b_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19q13.12b_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19q13.12b_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19q13.12b_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19q13.41_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.41_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.41_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19q13.41_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19q13.41_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19q13.41_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19q13.41_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
19q13.42_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.42_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
19q13.42_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
19q13.42_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
19q13.42_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
19q13.42_carrier_kcon.aln.fa	HG02818_h1	no_included_public_present_original_source_slot
19q13.42_carrier_kcon.aln.fa	HG02818_h2	no_included_public_present_original_source_slot
1p31.1a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p31.1a_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p31.1a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p31.1a_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p31.1a_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	HG01167_hap2	source_identity_ambiguous_0_exact_matches_of_3_candidates
1p31.1b_carrier_kcon.aln.fa	HG03017_pat	source_identity_ambiguous_0_exact_matches_of_3_candidates
1p31.1b_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	NA21093_hap2	source_identity_ambiguous_0_exact_matches_of_4_candidates
1p31.1b_carrier_kcon.aln.fa	NA21106_hap2	source_identity_ambiguous_0_exact_matches_of_4_candidates
1p31.1b_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1p31.1b_carrier_kcon.aln.fa	HG03009_h1	source_identity_ambiguous_0_exact_matches_of_3_candidates
1p31.1b_carrier_kcon.aln.fa	HG03732_h2	source_identity_ambiguous_0_exact_matches_of_2_candidates
1p34.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p34.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p34.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p34.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p34.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1p36.21a_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21a_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21a_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p36.21a_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p36.21a_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1p36.21b_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21b_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21b_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p36.21b_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p36.21b_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1p36.21c_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21c_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1p36.21c_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1p36.21c_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1p36.21c_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q21.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q21.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q21.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q21.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q21.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q22_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q22_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q22_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q22_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q22_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q23.3_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q23.3_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q23.3_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q23.3_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q23.3_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q24.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q24.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q24.1_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q24.1_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q24.1_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q32.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q32.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q32.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q32.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q32.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
1q43_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q43_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
1q43_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
1q43_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
1q43_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
20q11.22_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
20q11.22_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
20q11.22_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
20q11.22_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
20q11.22_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	HG00097_hap1#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00126_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00133_hap1#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00140_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00232_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00235_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00320_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00329_hap1#c2	source_identity_ambiguous_2_exact_matches_of_3_candidates
21p13_carrier_kcon.aln.fa	HG00438_pat#c1	source_identity_ambiguous_2_exact_matches_of_3_candidates
21p13_carrier_kcon.aln.fa	HG01261_pat	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG01993_pat#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02165_hap1#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02258_mat#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02391_hap1#c2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02392_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02392_hap2#c2	source_identity_ambiguous_2_exact_matches_of_3_candidates
21p13_carrier_kcon.aln.fa	HG02602_mat#c1	source_identity_ambiguous_2_exact_matches_of_3_candidates
21p13_carrier_kcon.aln.fa	HG02965_hap2#c4	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank#c1	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank#c2	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	NA18565_hap1#c1	source_identity_ambiguous_2_exact_matches_of_2_candidates
21p13_carrier_kcon.aln.fa	NA18570_hap2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18945_hap1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18945_hap2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18971_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18976_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18982_hap1#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA18982_hap1#c3	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA19185_hap2#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA20806_hap2#c2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA20870_hap1#c1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
21p13_carrier_kcon.aln.fa	HG00096_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	HG00171_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00268_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00512_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00513_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00732_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG00733_h1	no_included_public_present_original_source_slot
21p13_carrier_kcon.aln.fa	HG01114_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG01114_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG01573_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02282_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	HG02282_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02554_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02554_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02587_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	HG02666_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG02769_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG03009_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG03065_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	HG03065_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG03248_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG03683_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	HG03732_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG03807_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG04036_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	HG04217_h2	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA12329_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA19036_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	NA19240_h1	no_included_public_present_original_source_slot
21p13_carrier_kcon.aln.fa	NA19347_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA19347_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	NA19434_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
21p13_carrier_kcon.aln.fa	NA19650_h1	physical_locus_remains_unresolved_or_pooled
21p13_carrier_kcon.aln.fa	NA20509_h2	physical_locus_remains_unresolved_or_pooled
21q21.1_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
21q21.1_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
