alignment	record	reason
15p13b_carrier_kcon.aln.fa	NA19240_h2	no_included_public_present_original_source_slot
15p13b_carrier_kcon.aln.fa	NA19317_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA19317_h2	physical_locus_remains_unresolved_or_pooled
15p13b_carrier_kcon.aln.fa	NA19434_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA19434_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA19650_h1	physical_locus_remains_unresolved_or_pooled
15p13b_carrier_kcon.aln.fa	NA19836_h2	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA19983_h1	physical_locus_remains_unresolved_or_pooled
15p13b_carrier_kcon.aln.fa	NA20847_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA20847_h2	physical_locus_remains_unresolved_or_pooled
15p13b_carrier_kcon.aln.fa	NA21487_h1	physical_locus_remains_unresolved_or_pooled
15p13b_carrier_kcon.aln.fa	NA24385_h1	source_identity_ambiguous_0_exact_matches_of_1_candidates
15p13b_carrier_kcon.aln.fa	NA24385_h2	physical_locus_remains_unresolved_or_pooled
15q25.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
15q25.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
15q25.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
15q25.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
15q25.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
16p11.2_carrier_kcon.aln.fa	HG00140_hap1#c1	source_identity_ambiguous_2_exact_matches_of_2_candidates
16p11.2_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
16p11.2_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
16p11.2_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
16p11.2_carrier_kcon.aln.fa	hg002v1.1.mat_MT.PanSN	unrecognized_or_reference_alignment_record
16p11.2_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
17p13.1_hg38_carrier_kcon.aln.fa	HG00133_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00133_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00146_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00232_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00232_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00235_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00235_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00272_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00272_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00290_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00320_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00320_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00321_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00321_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00323_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00323_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00329_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00350_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00438_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00438_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG005_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG005_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00609_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01071_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01071_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01081_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01081_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01099_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01099_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01106_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01109_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01109_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01150_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01150_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01167_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01167_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01192_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01252_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01252_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01258_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01358_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01433_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01433_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01496_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01784_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01784_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01884_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01884_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01928_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01928_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01934_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01934_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01940_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01940_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01978_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01978_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02027_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02027_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02040_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02040_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02071_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02071_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02080_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02080_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02083_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02083_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02145_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02145_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02148_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02165_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02165_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02178_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02178_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02257_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02257_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02273_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02273_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02391_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02391_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02559_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02559_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02572_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02572_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02583_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02583_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02615_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02615_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02622_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02630_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02630_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02647_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02647_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02668_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02717_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02717_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02723_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02723_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02735_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02735_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02738_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02738_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02809_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02809_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02841_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02841_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02922_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02965_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02965_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02984_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02984_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03017_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03041_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03041_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03098_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03098_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03139_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03139_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03195_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03195_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03209_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03209_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03225_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03225_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03239_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03239_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03270_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03470_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03470_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03471_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03471_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03516_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03516_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03521_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03521_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03540_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03540_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03583_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03583_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03704_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03704_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03710_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03710_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03784_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03816_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03874_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG03874_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04187_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04187_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04199_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04199_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04228_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG04228_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG06807_mat_v1.0.genbank	unrecognized_or_reference_alignment_record
17p13.1_hg38_carrier_kcon.aln.fa	HG06807_pat_v1.0.genbank	unrecognized_or_reference_alignment_record
17p13.1_hg38_carrier_kcon.aln.fa	NA18522_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18608_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18879_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18906_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18906_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18940_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18940_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18943_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18943_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18945_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18945_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18948_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18952_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18952_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18959_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18959_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18960_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18960_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18967_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18967_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18970_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18970_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18974_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18974_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18982_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA18982_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19036_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19043_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19043_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19159_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19159_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19185_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19185_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19391_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19443_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19443_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19468_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19468_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19682_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19682_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19700_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19909_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA19909_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20282_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20503_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20503_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20752_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20762_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20762_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20799_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20799_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20806_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20806_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20827_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20827_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA20905_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21110_hap1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21110_hap2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21309_mat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	NA21309_pat	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	chm13v2.0_maskedY_rCRS.fa.PanSN	unrecognized_or_reference_alignment_record
17p13.1_hg38_carrier_kcon.aln.fa	hg002v1.1.pat.PanSN	unrecognized_or_reference_alignment_record
17p13.1_hg38_carrier_kcon.aln.fa	HG00096_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00096_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00171_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00171_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00268_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00268_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00358_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00358_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00512_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00512_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00513_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00513_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00731_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00731_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00732_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00732_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00864_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG00864_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01114_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01352_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01352_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01457_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01457_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01505_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01505_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01573_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01573_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01596_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01596_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01890_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG01890_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02011_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02011_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02018_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02018_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02059_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02106_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02106_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02282_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02282_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02492_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02492_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02554_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02554_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02587_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02666_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02666_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02769_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02769_h2	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02818_h1	biological_family_HML11_not_HML2
17p13.1_hg38_carrier_kcon.aln.fa	HG02818_h2	biological_family_HML11_not_HML2
