region	split	tip_count	bootstrap_replicates	bootstrap_count	bootstrap_percent
LTR	19p12a__hap1__n256;19p12a__hap2__n111	2	1000	1000	100.0
LTR	11q12.3__hap1__n361;11q12.3__hap2__n65;12p11.21__hap1__n345;12p11.21__hap2__n103;19q13.12b__hap1__n245;19q13.12b__hap2__n81;19q13.41__hap1__n201;19q13.41__hap2__n133;1p34.3__hap1__n2;6p22.1__hap1__n169;6p22.1__hap2__n116	11	1000	512	51.2
LTR	11q12.3__hap1__n361;11q12.3__hap2__n65;12p11.21__hap1__n345;12p11.21__hap2__n103;19q13.12b__hap1__n245;19q13.12b__hap2__n81;19q13.41__hap1__n201;19q13.41__hap2__n133;6p22.1__hap1__n169;6p22.1__hap2__n116	10	1000	771	77.1
LTR	19q13.12b__hap1__n245;19q13.12b__hap2__n81	2	1000	1000	100.0
LTR	11q12.3__hap1__n361;11q12.3__hap2__n65;12p11.21__hap1__n345;12p11.21__hap2__n103;19q13.41__hap1__n201;19q13.41__hap2__n133;6p22.1__hap1__n169;6p22.1__hap2__n116	8	1000	410	41.0
LTR	19q13.41__hap1__n201;19q13.41__hap2__n133	2	1000	1000	100.0
LTR	11q12.3__hap1__n361;11q12.3__hap2__n65;12p11.21__hap1__n345;12p11.21__hap2__n103;6p22.1__hap1__n169;6p22.1__hap2__n116	6	1000	257	25.7
LTR	12p11.21__hap1__n345;12p11.21__hap2__n103;6p22.1__hap1__n169;6p22.1__hap2__n116	4	1000	324	32.4
LTR	6p22.1__hap1__n169;6p22.1__hap2__n116	2	1000	1000	100.0
LTR	12p11.21__hap1__n345;12p11.21__hap2__n103	2	1000	1000	100.0
LTR	11q12.3__hap1__n361;11q12.3__hap2__n65	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;11p15.4b__hap1__n389;11p15.4b__hap2__n59;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;14q32.33__hap1__n46;14q32.33__hap2__n1;15p13a__hap1__n12;15p13a__hap2__n11;19q13.42__hap1__n382;19q13.42__hap2__n80;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48;1q24.1__hap1__n335;1q24.1__hap2__n4;1q43__hap1__n143;1q43__hap2__n126;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;22q11.23__hap1__n95;22q11.23__hap2__n67;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4p16.3c__hap1__n125;4p16.3c__hap2__n79;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;6p21.1__hap1__n319;6p21.1__hap2__n60;6q11.1__hap1__n159;6q11.1__hap2__n113;7q11.21__hap1__n350;7q11.21__hap2__n66;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34;8q11.21__hap1__n328;8q11.21__hap2__n142;8q24.3c__hap1__n185;8q24.3c__hap2__n52;9q34.11__hap1__n413;9q34.11__hap2__n22;9q34.3__hap1__n196;9q34.3__hap2__n131	68	1000	971	97.1
LTR	19q13.42__hap1__n382;19q13.42__hap2__n80;9q34.3__hap1__n196;9q34.3__hap2__n131	4	1000	998	99.8
LTR	9q34.3__hap1__n196;9q34.3__hap2__n131	2	1000	1000	100.0
LTR	19q13.42__hap1__n382;19q13.42__hap2__n80	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;11p15.4b__hap1__n389;11p15.4b__hap2__n59;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;14q32.33__hap1__n46;14q32.33__hap2__n1;15p13a__hap1__n12;15p13a__hap2__n11;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48;1q24.1__hap1__n335;1q24.1__hap2__n4;1q43__hap1__n143;1q43__hap2__n126;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;22q11.23__hap1__n95;22q11.23__hap2__n67;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4p16.3c__hap1__n125;4p16.3c__hap2__n79;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;6p21.1__hap1__n319;6p21.1__hap2__n60;6q11.1__hap1__n159;6q11.1__hap2__n113;7q11.21__hap1__n350;7q11.21__hap2__n66;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34;8q11.21__hap1__n328;8q11.21__hap2__n142;8q24.3c__hap1__n185;8q24.3c__hap2__n52;9q34.11__hap1__n413;9q34.11__hap2__n22	64	1000	665	66.5
LTR	1q43__hap1__n143;1q43__hap2__n126;22q11.23__hap1__n95;22q11.23__hap2__n67	4	1000	603	60.3
LTR	22q11.23__hap1__n95;22q11.23__hap2__n67	2	1000	1000	100.0
LTR	1q43__hap1__n143;1q43__hap2__n126	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;11p15.4b__hap1__n389;11p15.4b__hap2__n59;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;14q32.33__hap1__n46;14q32.33__hap2__n1;15p13a__hap1__n12;15p13a__hap2__n11;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48;1q24.1__hap1__n335;1q24.1__hap2__n4;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4p16.3c__hap1__n125;4p16.3c__hap2__n79;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;6p21.1__hap1__n319;6p21.1__hap2__n60;6q11.1__hap1__n159;6q11.1__hap2__n113;7q11.21__hap1__n350;7q11.21__hap2__n66;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34;8q11.21__hap1__n328;8q11.21__hap2__n142;8q24.3c__hap1__n185;8q24.3c__hap2__n52;9q34.11__hap1__n413;9q34.11__hap2__n22	60	1000	512	51.2
LTR	11p15.4b__hap1__n389;11p15.4b__hap2__n59;14q32.33__hap1__n46;14q32.33__hap2__n1;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48;1q24.1__hap1__n335;1q24.1__hap2__n4;6p21.1__hap1__n319;6p21.1__hap2__n60;7q11.21__hap1__n350;7q11.21__hap2__n66	16	1000	467	46.7
LTR	14q32.33__hap1__n46;14q32.33__hap2__n1;1q24.1__hap1__n335;1q24.1__hap2__n4;6p21.1__hap1__n319;6p21.1__hap2__n60	6	1000	192	19.2
LTR	6p21.1__hap1__n319;6p21.1__hap2__n60	2	1000	1000	100.0
LTR	14q32.33__hap1__n46;14q32.33__hap2__n1;1q24.1__hap1__n335;1q24.1__hap2__n4	4	1000	317	31.7
LTR	1q24.1__hap1__n335;1q24.1__hap2__n4	2	1000	1000	100.0
LTR	14q32.33__hap1__n46;14q32.33__hap2__n1	2	1000	1000	100.0
LTR	11p15.4b__hap1__n389;11p15.4b__hap2__n59;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48;7q11.21__hap1__n350;7q11.21__hap2__n66	10	1000	60	6.0
LTR	7q11.21__hap1__n350;7q11.21__hap2__n66	2	1000	1000	100.0
LTR	11p15.4b__hap1__n389;11p15.4b__hap2__n59;1p36.21a__hap1__n306;1p36.21a__hap2__n10;1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48	8	1000	241	24.1
LTR	1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap1__n249;1p36.21c__hap2__n48	4	1000	1000	100.0
LTR	1p36.21b__hap1__n147;1p36.21b__hap2__n60;1p36.21c__hap2__n48	3	1000	447	44.7
LTR	1p36.21b__hap1__n147;1p36.21b__hap2__n60	2	1000	966	96.6
LTR	11p15.4b__hap1__n389;11p15.4b__hap2__n59;1p36.21a__hap1__n306;1p36.21a__hap2__n10	4	1000	338	33.8
LTR	1p36.21a__hap1__n306;1p36.21a__hap2__n10	2	1000	1000	100.0
LTR	11p15.4b__hap1__n389;11p15.4b__hap2__n59	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4p16.3c__hap1__n125;4p16.3c__hap2__n79;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;6q11.1__hap1__n159;6q11.1__hap2__n113;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34;8q11.21__hap1__n328;8q11.21__hap2__n142;8q24.3c__hap1__n185;8q24.3c__hap2__n52;9q34.11__hap1__n413;9q34.11__hap2__n22	44	1000	900	90.0
LTR	15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;8q11.21__hap1__n328;8q11.21__hap2__n142;9q34.11__hap1__n413;9q34.11__hap2__n22	18	1000	741	74.1
LTR	9q34.11__hap1__n413;9q34.11__hap2__n22	2	1000	1000	100.0
LTR	15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16;5q33.2__hap1__n356;5q33.2__hap2__n50;8q11.21__hap1__n328;8q11.21__hap2__n142	16	1000	384	38.4
LTR	5q33.2__hap1__n356;5q33.2__hap2__n50;8q11.21__hap1__n328;8q11.21__hap2__n142	4	1000	682	68.2
LTR	8q11.21__hap1__n328;8q11.21__hap2__n142	2	1000	1000	100.0
LTR	5q33.2__hap1__n356;5q33.2__hap2__n50	2	1000	1000	100.0
LTR	15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4q13.2__hap1__n85;4q13.2__hap2__n65;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	12	1000	643	64.3
LTR	4q13.2__hap1__n85;4q13.2__hap2__n65	2	1000	1000	100.0
LTR	15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;4p16.3a__hap1__n10;4p16.3a__hap2__n9;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	10	1000	996	99.6
LTR	4p16.3a__hap1__n10;4p16.3a__hap2__n9	2	1000	992	99.2
LTR	15p13a__hap1__n12;15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22;22p13__hap1__n16;22p13__hap2__n15;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	8	1000	957	95.7
LTR	15p13a__hap2__n11;21p13__hap1__n28;21p13__hap2__n22	3	1000	291	29.1
LTR	15p13a__hap2__n11;21p13__hap2__n22	2	1000	731	73.1
LTR	15p13a__hap1__n12;22p13__hap1__n16;22p13__hap2__n15;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	5	1000	368	36.8
LTR	22p13__hap1__n16;22p13__hap2__n15	2	1000	549	54.9
LTR	15p13a__hap1__n12;4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	3	1000	296	29.6
LTR	4q35.2_hg38__hap1__n61;4q35.2_hg38__hap2__n16	2	1000	557	55.7
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79;6q11.1__hap1__n159;6q11.1__hap2__n113;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34;8q24.3c__hap1__n185;8q24.3c__hap2__n52	26	1000	607	60.7
LTR	8q24.3c__hap1__n185;8q24.3c__hap2__n52	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79;6q11.1__hap1__n159;6q11.1__hap2__n113;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	24	1000	690	69.0
LTR	6q11.1__hap1__n159;6q11.1__hap2__n113	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	22	1000	404	40.4
LTR	12q24.33__hap1__n62;12q24.33__hap2__n14;14q11.2__hap1__n49;14q11.2__hap2__n26	4	1000	611	61.1
LTR	14q11.2__hap1__n49;14q11.2__hap2__n26	2	1000	1000	100.0
LTR	12q24.33__hap1__n62;12q24.33__hap2__n14	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;3p12.3__hap1__n159;3p12.3__hap2__n53;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	18	1000	886	88.6
LTR	3p12.3__hap1__n159;3p12.3__hap2__n53	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;4p16.1a__hap1__n177;4p16.1a__hap2__n84;4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	16	1000	795	79.5
LTR	4p16.1b__hap1__n114;4p16.1b__hap2__n96;4p16.3c__hap1__n125;4p16.3c__hap2__n79	4	1000	978	97.8
LTR	4p16.3c__hap1__n125;4p16.3c__hap2__n79	2	1000	997	99.7
LTR	4p16.1b__hap1__n114;4p16.1b__hap2__n96	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98;4p16.1a__hap1__n177;4p16.1a__hap2__n84;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	12	1000	955	95.5
LTR	4p16.1a__hap1__n177;4p16.1a__hap2__n84;8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	10	1000	413	41.3
LTR	8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1d__hap2__n34;8p23.1e__hap1__n153;8p23.1e__hap2__n34	8	1000	1000	100.0
LTR	8p23.1c__hap1__n114;8p23.1c__hap2__n18;8p23.1d__hap1__n106;8p23.1e__hap1__n153	4	1000	439	43.9
LTR	8p23.1d__hap1__n106;8p23.1e__hap1__n153	2	1000	347	34.7
LTR	8p23.1c__hap1__n114;8p23.1c__hap2__n18	2	1000	534	53.4
LTR	8p23.1b__hap1__n59;8p23.1b__hap2__n40;8p23.1d__hap2__n34;8p23.1e__hap2__n34	4	1000	509	50.9
LTR	8p23.1d__hap2__n34;8p23.1e__hap2__n34	2	1000	708	70.8
LTR	8p23.1b__hap1__n59;8p23.1b__hap2__n40	2	1000	769	76.9
LTR	4p16.1a__hap1__n177;4p16.1a__hap2__n84	2	1000	1000	100.0
LTR	11p15.4__hap1__n117;11p15.4__hap2__n98	2	1000	1000	100.0
LTR	10p14__hap1__n252;10p14__hap2__n42;1p31.1a__hap1__n173;1p31.1a__hap2__n106	4	1000	503	50.3
LTR	1p31.1a__hap1__n173;1p31.1a__hap2__n106	2	1000	996	99.6
LTR	10p14__hap1__n252;10p14__hap2__n42	2	1000	1000	100.0
LTR	12q13.2__hap1__n216;12q13.2__hap2__n61;19q12__hap1__n314;19q12__hap2__n40;1p31.1b__hap1__n97;1p31.1b__hap2__n72;22q11.21__hap1__n99;22q11.21__hap2__n35;3q13.2__hap1__n261;3q13.2__hap2__n32	10	1000	11	1.1
LTR	3q13.2__hap1__n261;3q13.2__hap2__n32	2	1000	857	85.7
LTR	12q13.2__hap1__n216;12q13.2__hap2__n61;19q12__hap1__n314;19q12__hap2__n40;1p31.1b__hap1__n97;1p31.1b__hap2__n72;22q11.21__hap1__n99;22q11.21__hap2__n35	8	1000	252	25.2
LTR	19q12__hap1__n314;19q12__hap2__n40	2	1000	921	92.1
LTR	12q13.2__hap1__n216;12q13.2__hap2__n61;1p31.1b__hap1__n97;1p31.1b__hap2__n72;22q11.21__hap1__n99;22q11.21__hap2__n35	6	1000	436	43.6
LTR	1p31.1b__hap1__n97;1p31.1b__hap2__n72;22q11.21__hap1__n99;22q11.21__hap2__n35	4	1000	505	50.5
LTR	22q11.21__hap1__n99;22q11.21__hap2__n35	2	1000	917	91.7
LTR	1p31.1b__hap1__n97;1p31.1b__hap2__n72	2	1000	933	93.3
LTR	12q13.2__hap1__n216;12q13.2__hap2__n61	2	1000	1000	100.0
LTR	12q14.1__hap1__n260;12q14.1__hap2__n127;8q24.3a__hap1__n174;8q24.3a__hap2__n159;Xq21.33__hap1__n3	5	1000	139	13.9
LTR	8q24.3a__hap1__n174;8q24.3a__hap2__n159;Xq21.33__hap1__n3	3	1000	373	37.3
LTR	8q24.3a__hap1__n174;8q24.3a__hap2__n159	2	1000	981	98.1
LTR	12q14.1__hap1__n260;12q14.1__hap2__n127	2	1000	869	86.9
pol	11q22.1__hap1__n82;11q22.1__hap2__n68;19p12b__hap1__n30;19p12b__hap2__n10;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3	10	1000	281	28.1
pol	11q22.1__hap1__n82;11q22.1__hap2__n68;19p12b__hap1__n30;19p12b__hap2__n10;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;Xq21.33__hap1__n3	11	1000	297	29.7
pol	12q14.1__hap1__n104;12q14.1__hap2__n60	2	1000	1000	100.0
pol	11q22.1__hap1__n82;11q22.1__hap2__n68;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;Xq21.33__hap1__n3	13	1000	387	38.7
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;12q13.2__hap1__n138;12q13.2__hap2__n26;19p12c__hap1__n156;19p12c__hap2__n22;1q22__hap1__n261;1q22__hap2__n30;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;5q33.3__hap1__n298;5q33.3__hap2__n47;8q11.23_new__hap1__n1	17	1000	570	57.0
pol	19p12c__hap1__n156;19p12c__hap2__n22;22q11.21__hap1__n84;22q11.21__hap2__n37	4	1000	362	36.2
pol	22q11.21__hap1__n84;22q11.21__hap2__n37	2	1000	992	99.2
pol	19p12c__hap1__n156;19p12c__hap2__n22	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;12q13.2__hap1__n138;12q13.2__hap2__n26;1q22__hap1__n261;1q22__hap2__n30;3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;5q33.3__hap1__n298;5q33.3__hap2__n47;8q11.23_new__hap1__n1	13	1000	170	17.0
pol	3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;8q11.23_new__hap1__n1	5	1000	471	47.1
pol	3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73	4	1000	695	69.5
pol	3q27.2__hap1__n191;3q27.2__hap2__n73	2	1000	1000	100.0
pol	3q13.2__hap1__n179;3q13.2__hap2__n67	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;12q13.2__hap1__n138;12q13.2__hap2__n26;1q22__hap1__n261;1q22__hap2__n30;5q33.3__hap1__n298;5q33.3__hap2__n47	8	1000	617	61.7
pol	12q13.2__hap1__n138;12q13.2__hap2__n26	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;1q22__hap1__n261;1q22__hap2__n30;5q33.3__hap1__n298;5q33.3__hap2__n47	6	1000	393	39.3
pol	1q22__hap1__n261;1q22__hap2__n30	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;5q33.3__hap1__n298;5q33.3__hap2__n47	4	1000	829	82.9
pol	5q33.3__hap1__n298;5q33.3__hap2__n47	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;11q22.1__hap1__n82;11q22.1__hap2__n68;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;1q22__hap1__n261;1q22__hap2__n30;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	30	1000	335	33.5
pol	19q12__hap1__n328;19q12__hap2__n40	2	1000	1000	100.0
pol	10p12.1__hap1__n198;10p12.1__hap2__n72;11q22.1__hap1__n82;11q22.1__hap2__n68;12q13.2__hap1__n138;12q13.2__hap2__n26;12q14.1__hap1__n104;12q14.1__hap2__n60;19p12b__hap1__n30;19p12b__hap2__n10;19p12c__hap1__n156;19p12c__hap2__n22;19q12__hap1__n328;19q12__hap2__n40;1q22__hap1__n261;1q22__hap2__n30;22q11.21__hap1__n84;22q11.21__hap2__n37;3q13.2__hap1__n179;3q13.2__hap2__n67;3q27.2__hap1__n191;3q27.2__hap2__n73;5q33.3__hap1__n298;5q33.3__hap2__n47;6q14.1__hap1__n128;6q14.1__hap2__n49;7p22.1__hap1__n149;7p22.1__hap2__n32;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3;8q11.23_new__hap1__n1;Xq21.33__hap1__n3	32	1000	543	54.3
pol	10q24.2__hap1__n127;10q24.2__hap2__n83;5p13.3__hap1__n101;5p13.3__hap2__n74	4	1000	690	69.0
pol	5p13.3__hap1__n101;5p13.3__hap2__n74	2	1000	1000	100.0
pol	10q24.2__hap1__n127;10q24.2__hap2__n83	2	1000	1000	100.0
