outcome	exposure_id	old_p_pedigree_cluster	refit_model_status	refit_p_pedigree_cluster	refit_beta	refit_n	was_refit	analysis_p_pedigree_cluster	analysis_model_status	included_in_bh_family	bh_family_size	bh_exclusion_reason	q_bh_finite_model_suite
Mandage2017_EBV_in_silico	HML-2_3q13.2::structural::solo_ltr_vs_any_provirus	0.856815513344645	NA	NA	NA	NA	False	0.856815513344645	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type2_compatible_gag_units	0.884441170443023	fit	0.864949243925516	-0.012308273955596258	116.0	True	0.864949243925516	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1a::structural::solo_ltr_vs_provirus	0.865490643448754	NA	NA	NA	NA	False	0.865490643448754	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_3q13.2::structural::solo_ltr_vs_provirus	0.867722270785011	NA	NA	NA	NA	False	0.867722270785011	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_1q22::orf::orf_pol	0.878289156678248	NA	NA	NA	NA	False	0.878289156678248	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_1q22::orf::orf_gag	0.898214011640226	fit	0.8982140116402283	0.020277673458959186	116.0	True	0.8982140116402283	fit	True	174		0.9825156698250391
Houldcroft2014_EBV_qPCR	general::type1_compatible_pro_units	0.946095539735569	fit	0.9102701019403517	0.002650677525384993	47.0	True	0.9102701019403517	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_19p12c::structural::provirus_vs_absent	0.910677077678151	NA	NA	NA	NA	False	0.910677077678151	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type1_minus_type2_units	0.991414515782642	fit	0.9112888206425688	-0.002669562259891075	116.0	True	0.9112888206425688	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_7p22.1::total_physical_cn	0.911424685182616	NA	NA	NA	NA	False	0.911424685182616	fit	True	174		0.9825156698250391
Houldcroft2014_EBV_qPCR	general::type2_compatible_gag_units	0.956293790120277	fit	0.9244601129984813	0.0007211785197626186	47.0	True	0.9244601129984813	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1q22::orf::orf_gag	0.925465393066072	fit	0.9254653930660711	0.03322542322542388	34.0	True	0.9254653930660711	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1b::internal_fragment_present	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1b::total_internal_fragment_cn	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1b::compatible_env_units	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1b::max_haplotype_cn	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_1p31.1b::compatible_np9_units	0.928450811110475	NA	NA	NA	NA	False	0.928450811110475	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type1_fraction	0.811964665901248	fit	0.928519244320507	0.3797937219458625	116.0	True	0.928519244320507	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type1_type2_log_ratio	0.823012207285581	fit	0.9357323690189492	0.05365038041344819	116.0	True	0.9357323690189492	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_4p16.3c::orf::orf_pro	0.947166557803843	NA	NA	NA	NA	False	0.947166557803843	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_1p31.1b::any_array	0.947244740317299	NA	NA	NA	NA	False	0.947244740317299	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type1_compatible_env_units	0.953691314082489	fit	0.9583460561170198	-0.005862978943312554	116.0	True	0.9583460561170198	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_5p13.3::orf::orf_secondary	0.959261244331185	NA	NA	NA	NA	False	0.959261244331185	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	general::type1_compatible_pro_units	0.963721303168068	fit	0.9637213031680691	0.012447903262432572	34.0	True	0.9637213031680691	fit	True	174		0.9825156698250391
Houldcroft2014_EBV_qPCR	HML-2_1p31.1a::structural::solo_ltr_vs_provirus	0.96571470937965	NA	NA	NA	NA	False	0.96571470937965	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	HML-2_22q11.21::structural::solo_ltr_vs_provirus	0.976303052086341	NA	NA	NA	NA	False	0.976303052086341	fit	True	174		0.9825156698250391
Mandage2017_EBV_in_silico	general::type1_compatible_gag_units	0.945297805454965	fit	0.9768690280444354	-0.0027957266525883394	116.0	True	0.9768690280444354	fit	True	174		0.9825156698250391
Im2012_intrinsic_growth	HML-2_7p22.1::fully_compatible_units	0.995602178810499	NA	NA	NA	NA	False	0.995602178810499	fit	True	174		0.9956021788104988
Mandage2017_EBV_in_silico	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.992799340759093	underpowered_arm_lt5	NA	NA	93.0	True	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Mandage2017_EBV_in_silico	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Mandage2017_EBV_in_silico	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Mandage2017_EBV_in_silico	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Mandage2017_EBV_in_silico	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_arm_lt5	NA	NA	73.0	True	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Mandage2017_EBV_in_silico	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Mandage2017_EBV_in_silico	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.0359941246119693	underpowered_n_lt30	NA	NA	28.0	True	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_15q25.2::structural::solo_ltr_vs_absent	0.0591562269907563	underpowered_arm_lt5	NA	NA	40.0	True	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_10p12.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_10p12.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_11q23.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_11q23.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::any_provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::solo_ltr_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_12q13.2::structural::retained_element_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Houldcroft2014_EBV_qPCR	HML-2_19p12c::orf::orf_env	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_1q22::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_22q11.21::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_3q27.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_3q27.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_arm_lt5	NA	NA	32.0	True	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_4p16.3c::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_5q33.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_5q33.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Houldcroft2014_EBV_qPCR	HML-2_1p31.1b::any_array	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_10p12.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_10p12.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_11q22.1::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_11q22.1::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_11q23.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_11q23.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_12q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::orf::orf_gag_pro	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::structural::any_provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::structural::provirus_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::structural::solo_ltr_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_12q13.2::structural::retained_element_vs_absent	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_19p12b::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_19p12c::orf::orf_env	NA	NA	NA	NA	NA	False	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_1q22::orf::orf_gag_pro_pol	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_22q11.21::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q12.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q12.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q13.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q13.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q27.2::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_3q27.2::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_4p16.3a::structural::solo_ltr_vs_absent	NA	underpowered_n_lt30	NA	NA	21.0	True	NA	underpowered_n_lt30	False	174	underpowered_n_lt30	NA
Im2012_intrinsic_growth	HML-2_4p16.3c::orf::orf_pro	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_5p13.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_5q33.3::structural::solo_ltr_vs_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_5q33.3::structural::solo_ltr_vs_any_provirus	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_7p22.1::any_haplotype_cn_ge3	NA	NA	NA	NA	NA	False	NA	underpowered_arm_lt5	False	174	underpowered_arm_lt5	NA
Im2012_intrinsic_growth	HML-2_1p31.1b::any_array	NA	NA	NA	NA	NA	False	NA	invariant	False	174	invariant	NA
